from_id,to_id,distance_km,edge_type
N1381,N1382,0.2120854981983241,real
N1382,N1913,0.5528425381093083,real
N1383,N1384,0.1791063170849182,real
N1384,N1914,0.5196680367681515,real
N1385,N1386,0.1216550684176392,real
N1386,N1915,0.6599259189611206,real
N1387,N1388,0.1914329301585856,real
N1388,N1916,0.6172368277146068,real
N1389,N1390,0.2023331447142623,real
N1390,N1917,0.5368478407483541,real
N1391,N1392,0.3319354313151989,real
N1392,N1918,0.3880431672155452,real
N1393,N1394,0.2446466256366939,real
N1394,N1919,0.5365076129978226,real
N1395,N1396,0.2680166287242339,real
N1396,N1920,0.4301862852901343,real
N1397,N1398,0.1898576533349899,real
N1398,N1921,0.508348743296146,real
N1399,N1400,0.2146190220487161,real
N1400,N1922,0.6117479211174945,real
N1401,N1402,0.5066408432713722,real
N1402,N1923,0.2078203941130913,real
N1403,N1404,0.1290598427489285,real
N1404,N1924,0.8048285793303122,real
N1405,N1406,0.1780618100662918,real
N1406,N1925,0.2517328129305243,real
N1407,N1408,0.159454080658388,real
N1408,N1926,0.4556492377733068,real
N1409,N1410,0.2680318790064383,real
N1410,N1927,0.5921789963775798,real
N1411,N1412,0.2500842182777303,real
N1412,N1928,0.8514442616156733,real
N1413,N1414,0.2080868029174161,real
N1414,N1929,0.4386438413761609,real
N1415,N1416,0.1974021887848054,real
N1416,N1930,0.3042061125984536,real
N1417,N1418,0.1593755226403207,real
N1418,N1931,0.4921794622144236,real
N1419,N1420,0.1148818926101429,real
N1420,N1932,0.2805707742744681,real
N1421,N1422,0.13728799145953,real
N1422,N1933,0.4730614753574025,real
N1423,N1424,0.1388339942680606,real
N1424,N1934,0.6148724916114189,real
N1425,N1426,0.1931216879346522,real
N1426,N1935,0.535291193095304,real
N1427,N1428,0.3141264700684457,real
N1428,N1936,1.1267143734583491,real
N1429,N1430,0.2263300300063369,real
N1430,N1937,0.3385710423405205,real
N1431,N1432,0.1389268677461979,real
N1432,N1938,0.3766361020044538,real
N1433,N1434,0.079953701190649,real
N1434,N1939,0.2493315642210115,real
N1435,N1436,0.2191665939427972,real
N1436,N1940,0.7091636409184554,real
N1437,N1438,0.2898530987205995,real
N1438,N1941,0.217271223038781,real
N1439,N1440,0.2357022678229064,real
N1440,N1942,0.7282516370084869,real
N1441,N1442,0.1792408876114716,real
N1442,N1943,0.3760747359871458,real
N1443,N1444,0.2937439439249134,real
N1444,N1564,0.8673827456115165,real
N1445,N1446,0.1249960749352135,real
N1446,N1944,0.3527513108510361,real
N1447,N1448,0.1899433731165355,real
N1448,N1945,0.4551185339083871,real
N1449,N1450,0.1679971992495668,real
N1450,N1946,0.4599750932642861,real
N1451,N1452,0.0940441051182784,real
N1452,N1947,0.250016425215731,real
N1455,N1456,0.5627205464101711,real
N1456,N1949,1.5524420087792343,real
N1457,N1458,0.1986125858144059,real
N1458,N1950,0.4732340106340658,real
N1459,N1460,0.2209112278747228,real
N1460,N1951,0.3293785822752708,real
N1091,N1774,0.010361969811790248,bridged
N1063,N1761,0.010365415896120087,bridged
N177,N1411,0.010390162757749934,bridged
N1350,N1371,0.011119492664568353,bridged
N939,N940,0.011119492664568353,bridged
N149,N1252,0.011119492664568353,bridged
N309,N1435,0.011119492664568353,bridged
N766,N991,0.015199770039671004,bridged
N450,N462,0.015210399629951158,bridged
N1237,N1260,0.015211558799182122,bridged
N315,N372,0.015217662793511525,bridged
N328,N1905,0.01521930977371459,bridged
N352,N1639,0.015220619956364676,bridged
N693,N1775,0.020723756559748768,bridged
N792,N1728,0.02072716254174469,bridged
N1034,N1747,0.020728540771322208,bridged
N816,N938,0.02072879384829191,bridged
N310,N1270,0.022238985328783045,bridged
N351,N1560,0.022238985329136707,bridged
N1090,N1733,0.023518574180765382,bridged
N945,N1020,0.023521711689422048,bridged
N1033,N1710,0.02352278980091476,bridged
N97,N1669,0.02353981179620629,bridged
N622,N624,0.0235405506362298,bridged
N1225,N1445,0.023541646222422625,bridged
N303,N1847,0.023552161761886067,bridged
N323,N1326,0.023570005960515727,bridged
N220,N1459,0.023572818710205307,bridged
N894,N896,0.024533054039573128,bridged
N692,N1030,0.02453426861904653,bridged
N564,N566,0.024538099002567273,bridged
N630,N1217,0.0245398932242975,bridged
N131,N1304,0.02454190986995889,bridged
N164,N1241,0.024543221857142264,bridged
N1048,N1710,0.030401501324690015,bridged
N96,N1223,0.030414321070454584,bridged
N368,N628,0.030415493359822184,bridged
N175,N1899,0.030436029145588264,bridged
N500,N510,0.031125346055489528,bridged
N138,N1233,0.03114094390280781,bridged
N1565,N1849,0.031143301976340236,bridged
N688,N1694,0.03301293805000954,bridged
N1397,N1399,0.033092014991943836,bridged
N88,N590,0.0333584779933514,bridged
N797,N1038,0.03493126473067969,bridged
N154,N1870,0.034936561326982946,bridged
N202,N1332,0.034939441538090275,bridged
N244,N538,0.03494010677791544,bridged
N986,N1726,0.038219569317819516,bridged
N773,N1175,0.038224396212608217,bridged
N1490,N1659,0.0382502695575082,bridged
N616,N1207,0.03825197485837344,bridged
N188,N1342,0.03829102812287841,bridged
N1326,N1328,0.038292952012834336,bridged
N281,N534,0.038308930454953705,bridged
N689,N1691,0.0392707349671864,bridged
N1439,N1660,0.039283633784737405,bridged
N1677,N1679,0.039285058141223454,bridged
N244,N544,0.03930498448415471,bridged
N703,N1773,0.0429110533467746,bridged
N630,N1219,0.04296264482578029,bridged
N166,N1367,0.043014065562462137,bridged
N378,N1371,0.04302277955595669,bridged
N508,N1623,0.045623590189812976,bridged
N1156,N1803,0.045669631705390644,bridged
N282,N1561,0.045670482330695254,bridged
N350,N536,0.04567624709130089,bridged
N1086,N1693,0.04703477793751808,bridged
N698,N1683,0.047035348913265156,bridged
N373,N1274,0.04711073257105478,bridged
N554,N556,0.04907609146139781,bridged
N907,N1106,0.05298853666844402,bridged
N1109,N1171,0.052998719455276545,bridged
N937,N1801,0.0530021221859294,bridged
N494,N510,0.053053904379420376,bridged
N785,N1064,0.053208880603256965,bridged
N374,N1548,0.05326883348921586,bridged
N560,N574,0.05427938880707286,bridged
N460,N462,0.05429277003897715,bridged
N305,N1867,0.054295369545457384,bridged
N247,N548,0.05431882739419115,bridged
N798,N1171,0.05638967491735583,bridged
N568,N572,0.05655639546451694,bridged
N288,N1431,0.056557043221846584,bridged
N1674,N1678,0.056557130347735775,bridged
N626,N1215,0.056557131628831185,bridged
N368,N626,0.05655713803447586,bridged
N513,N876,0.05655725459087689,bridged
N1866,N1867,0.056558124262087776,bridged
N146,N1245,0.056558305578673834,bridged
N592,N1439,0.059342194747109965,bridged
N778,N988,0.060799569450885826,bridged
N96,N604,0.060828699337071336,bridged
N167,N1387,0.060869073540438065,bridged
N1409,N1425,0.060872889132612865,bridged
N200,N1923,0.06087583360213908,bridged
N540,N544,0.06088245156085231,bridged
N921,N1018,0.06162595012338165,bridged
N1421,N1423,0.06174334424516157,bridged
N897,N1185,0.06314006406948919,bridged
N694,N1688,0.06369649055452169,bridged
N556,N558,0.06371006818860585,bridged
N1308,N1314,0.06373196919376882,bridged
N800,N1708,0.06604072606830946,bridged
N608,N1209,0.06671695598705646,bridged
N995,N1157,0.0675172090846994,bridged
N624,N1213,0.06751874795293139,bridged
N502,N506,0.06751893569418944,bridged
N1336,N1890,0.06752132114229431,bridged
N765,N1697,0.06828447238987975,bridged
N1166,N1168,0.06934649053117552,bridged
N1383,N1387,0.06941053101195653,bridged
N734,N748,0.06986155875258339,bridged
N959,N1183,0.06986251068208477,bridged
N482,N486,0.07063707749621063,bridged
N1377,N1381,0.07069494638230692,bridged
N737,N1813,0.07338244387025597,bridged
N1799,N1811,0.07360490193348165,bridged
N616,N620,0.07361928107270452,bridged
N136,N1262,0.07362640963758385,bridged
N1254,N1258,0.07362650676881789,bridged
N1379,N1381,0.0736369804350476,bridged
N1334,N1365,0.07364078223389975,bridged
N484,N492,0.0759697313164342,bridged
N1133,N1183,0.07600139218057209,bridged
N1367,N1393,0.07608448733845605,bridged
N316,N1391,0.0760879597583449,bridged
N1738,N1769,0.07645335763203664,bridged
N1895,N1896,0.07658549908825071,bridged
N1335,N1424,0.07658634268777344,bridged
N101,N1221,0.07783644865091749,bridged
N93,N588,0.07783644865162481,bridged
N872,N1140,0.07852450470574564,bridged
N1209,N1441,0.07852471617026625,bridged
N1219,N1221,0.07852482044949052,bridged
N289,N1227,0.07857125957219543,bridged
N172,N1425,0.0786025411812507,bridged
N570,N572,0.08055251693462895,bridged
N372,N1395,0.08352677790280502,bridged
N498,N509,0.08374019815233037,bridged
N366,N1544,0.08514951333862872,bridged
N468,N474,0.08594661298286653,bridged
N1142,N1797,0.08943752040775957,bridged
N480,N492,0.08947037444369939,bridged
N608,N1431,0.08955880617386557,bridged
N258,N518,0.0913242142773022,bridged
N1662,N1675,0.09134354321129662,bridged
N628,N1217,0.0913438129339913,bridged
N110,N506,0.09134425698798142,bridged
N612,N614,0.09353682271620962,bridged
N632,N633,0.09404505101241421,bridged
N586,N594,0.09415301377489624,bridged
N1892,N1935,0.09416491124080643,bridged
N1225,N1826,0.09424397649206015,bridged
N1886,N1897,0.0942596980672561,bridged
N615,N1207,0.0959808262091349,bridged
N1347,N1933,0.09612632020848297,bridged
N289,N1445,0.09816024595026189,bridged
N1554,N1555,0.09816932313735231,bridged
N164,N374,0.09817294620948204,bridged
N193,N1904,0.09869792563826364,bridged
N148,N1843,0.09993948233873633,bridged
N1361,N1904,0.10000291352394246,bridged
N415,N1633,0.10005407967547993,bridged
N1151,N1811,0.10007543398040786,bridged
N788,N1706,0.10061061326344826,bridged
N1429,N1829,0.10061153330373333,bridged
N1278,N1280,0.10220559852440676,bridged
N395,N1630,0.10303497723721418,bridged
N1806,N1814,0.10333508952320704,bridged
N601,N603,0.10432986321284185,bridged
N454,N1449,0.10480814617830915,bridged
N367,N602,0.10644903925990026,bridged
N453,N1450,0.10647888382374478,bridged
N873,N1028,0.10648011221638053,bridged
N522,N1560,0.10863679955601495,bridged
N795,N1173,0.10887296632399442,bridged
N288,N610,0.11119492664462255,bridged
N1289,N1301,0.11167856708054366,bridged
N825,N1062,0.11269967581586116,bridged
N1355,N1901,0.11275780435123327,bridged
N241,N524,0.11312111064823295,bridged
N802,N1181,0.11372218273570078,bridged
N161,N1290,0.11473712206409264,bridged
N576,N1653,0.11481863128858315,bridged
N1036,N1473,0.11546369371084064,bridged
N598,N600,0.11785149934229887,bridged
N558,N564,0.11868037375855635,bridged
N578,N1653,0.1186810883573258,bridged
N419,N1444,0.11871839854342713,bridged
N299,N1260,0.11895507546058968,bridged
N1281,N1282,0.12159035275392398,bridged
N105,N1235,0.12270400991951463,bridged
N192,N379,0.12273295527558063,bridged
N344,N1419,0.12273523645953373,bridged
N638,N1684,0.12275233354883877,bridged
N375,N1548,0.12275429510291354,bridged
N163,N1296,0.12406445361960239,bridged
N1296,N1300,0.12621782250736138,bridged
N1307,N1314,0.1270485118659466,bridged
N660,N1716,0.12739235197390625,bridged
N651,N1191,0.12958417527937194,bridged
N470,N1451,0.12971041389365742,bridged
N383,N460,0.13003326553153535,bridged
N1373,N1375,0.13008286842729536,bridged
N578,N580,0.13279535191031314,bridged
N1346,N1901,0.13287162702293698,bridged
N567,N568,0.13383630139139976,bridged
N171,N1417,0.13383779418281175,bridged
N1359,N1933,0.13690075204274477,bridged
N442,N464,0.137255010074689,bridged
N1373,N1393,0.13727945674163988,bridged
N489,N1452,0.13876116388176166,bridged
N529,N1632,0.13923067412755244,bridged
N560,N570,0.1397333600889193,bridged
N163,N1294,0.13974734822619791,bridged
N232,N1438,0.13975997975312768,bridged
N1740,N1798,0.14186191481249047,bridged
N1008,N1010,0.14406524986885047,bridged
N1415,N1417,0.14455340463797395,bridged
N1600,N1608,0.1452805261998329,bridged
N494,N496,0.14588620492009505,bridged
N57,N64,0.14665828793914865,bridged
N716,N1002,0.14669134434751335,bridged
N169,N1403,0.14697689982283543,bridged
N945,N1804,0.14721149746907058,bridged
N1274,N1276,0.14726015987774738,bridged
N1383,N1385,0.1478773786014109,bridged
N1929,N1930,0.15064439850278893,bridged
N992,N1159,0.15187914420912504,bridged
N1610,N1618,0.15192120825574482,bridged
N1617,N1618,0.15601830407963485,bridged
N232,N1950,0.15629091984203652,bridged
N246,N520,0.15721951475172574,bridged
N1052,N1060,0.15874863301885678,bridged
N480,N486,0.15919466027694548,bridged
N167,N1389,0.15944595457540076,bridged
N1912,N1915,0.15985873218331464,bridged
N313,N432,0.16047081046489936,bridged
N424,N580,0.16110552779145554,bridged
N424,N562,0.1611056287235693,bridged
N39,N41,0.16149548578143727,bridged
N1300,N1858,0.16536027099730344,bridged
N829,N1194,0.16763772919428185,bridged
N1434,N1554,0.16766967794760967,bridged
N367,N606,0.16793261157073552,bridged
N1310,N1312,0.17181116601037033,bridged
N1256,N1291,0.17644214201286382,bridged
N161,N1298,0.17791188263132535,bridged
N338,N478,0.17821425212009637,bridged
N1593,N1945,0.17911899389086594,bridged
N1309,N1310,0.1793900183141026,bridged
N425,N582,0.1820384964676276,bridged
N587,N1664,0.18248232236912015,bridged
N377,N1337,0.18523107901932612,bridged
N400,N1487,0.18531475858122645,bridged
N1147,N1771,0.18814933790118904,bridged
N294,N1280,0.1901677160989998,bridged
N323,N1330,0.196375021590309,bridged
N1582,N1583,0.19649466559328427,bridged
N1244,N1251,0.19730139119209095,bridged
N1600,N1611,0.1983469586847262,bridged
N1338,N1405,0.19865838301096198,bridged
N311,N1319,0.20013458394590955,bridged
N1272,N1277,0.20015086796081571,bridged
N311,N1320,0.2012258828336088,bridged
N313,N430,0.20217678474874756,bridged
N265,N551,0.20255112326337277,bridged
N1372,N1893,0.20678299426929048,bridged
N1054,N1056,0.21127036062467675,bridged
N827,N1060,0.21354676580992213,bridged
N930,N1026,0.21440241591498674,bridged
N864,N1657,0.2172840570651103,bridged
N476,N482,0.2175485089047379,bridged
N91,N1211,0.21811123558874781,bridged
N240,N553,0.21853993377008862,bridged
N1920,N1921,0.2202697536062384,bridged
N542,N1569,0.22093057884585532,bridged
N1288,N1302,0.2234205930169944,bridged
N341,N466,0.22815121688824874,bridged
N1853,N1854,0.23100475213415095,bridged
N1369,N1902,0.23544896571977045,bridged
N1300,N1857,0.23845241953736776,bridged
N1112,N1190,0.2387796790708254,bridged
N42,N1461,0.23963210813791685,bridged
N512,N514,0.2401258732537935,bridged
N1125,N1188,0.24123432645249443,bridged
N429,N431,0.24168347681433902,bridged
N1323,N1324,0.24328355311848554,bridged
N1321,N1322,0.244959047662402,bridged
N1746,N1768,0.25089544434833577,bridged
N1616,N1620,0.25242482481377243,bridged
N873,N1796,0.2535184469268798,bridged
N471,N472,0.25658890107914034,bridged
N1235,N1839,0.25658899698886906,bridged
N985,N1770,0.2628343261472655,bridged
N1082,N1781,0.26286433011410976,bridged
N338,N476,0.26321825720714775,bridged
N266,N1629,0.26324309065210866,bridged
N98,N1203,0.26435723697471636,bridged
N169,N1407,0.26590738296709887,bridged
N1050,N1058,0.2676257581502809,bridged
N78,N1936,0.2732732879023995,bridged
N828,N1169,0.28471254352425146,bridged
N129,N442,0.28653961909790904,bridged
N1133,N1136,0.28906583603066477,bridged
N958,N1199,0.2898418095921769,bridged
N1265,N1267,0.29012980547001704,bridged
N62,N649,0.2903420418335746,bridged
N14,N1054,0.29322694816964573,bridged
N895,N1124,0.29347872691900034,bridged
N584,N1664,0.300702991384879,bridged
N39,N1764,0.3066036023505077,bridged
N1317,N1318,0.3128319265371831,bridged
N384,N1599,0.318724429541043,bridged
N1074,N1129,0.33437672883999786,bridged
N224,N397,0.3353944256589278,bridged
N1689,N1812,0.3453265487491277,bridged
N965,N1201,0.34899179570598776,bridged
N1685,N1765,0.366126475571879,bridged
N1229,N1231,0.3726125195892074,bridged
N1055,N1755,0.37337480559222663,bridged
N435,N1579,0.3780627505917874,bridged
N128,N452,0.3831577930742581,bridged
N1313,N1316,0.3871041415845528,bridged
N969,N1195,0.38918224325564843,bridged
N1071,N1810,0.41924676808558464,bridged
N1069,N1805,0.4488387892661296,bridged
N530,N1531,0.5492590036117047,bridged
N870,N1794,0.5519544283547051,bridged
N59,N72,0.5717097523399558,bridged
N1456,N1601,0.5857288672759678,bridged
